id,kind,source,name_ru,name_en,tier,rarity,roll,class,trait,range,damage,burden,armor_score,thresholds,crafts_into,community,url,text_ru,text_en
q262,secondary,Core,Возвращающийся Топор,Returning Axe,2,,,physical,Agility,Close,d6+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q262.html,"Возвращающееся: Когда это оружие брошено в пределах дистанции, оно появляется в вашей руке сразу после атаки.","Returning: When this weapon is thrown within its range, it appears in your hand immediately after the attack."
q263,secondary,Hope & Fear,Улучшенный Томагавк,Improved Hatchet,2,,,physical,Agility,Melee,d8+2 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q263.html,Последовательное: При успешной атаке основным оружием Вплотную вы можете отметить Стресс и получить +1 к Мастерству для этой атаки.,"Follow-Up: On a successful attack with your primary weapon within Melee range, you can mark a Stress to gain a +1 bonus to your Proficiency for this attack."
q264,secondary,Hope & Fear,Улучшенный Вторичный Кастет,Improved Offhand Brass Knuckles,2,,,physical,Strength,Melee,d8+2 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q264.html,Парное: +3 к урону основного оружия по целям Вплотную к вам,Paired: +3 to primary weapon damage to targets within Melee range
q265,secondary,Hope & Fear,Улучшенные Метательные Ножи,Improved Throwing Knives,2,,,physical,Finesse,Melee,d8+2 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q265.html,"Резерв: Вы можете метать это оружие в цели в пределах Средней дистанции, делая бросок Искусности, и вам не нужно подбирать его, так как у вас под рукой всегда есть еще одно.","Stockpiled: You can throw this weapon within Close range by making an attack roll using Finesse. You don’t have to retrieve it, as you always have another on hand."
q266,secondary,Hope & Fear,Улучшенный Боевой Плащ,Improved Fighting Cloak,2,,,physical,Presence,Melee,d4+2 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q266.html,Обитое: +3 к порогам урона,Padded: +3 to damage thresholds
q267,secondary,Hope & Fear,Улучшенный Рунный Щит,Improved Rune Shield,2,,,magic,Knowledge,Melee,d4+2 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q267.html,Защитное: +2 к Показателю Брони,Protective: +2 to Armor Score
q268,secondary,Hope & Fear,Улучшенные Руны Концентрации,Improved Focus Runes,2,,,magic,Instinct,Very Close,d6+2 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q268.html,Сфокусированное: +1 к урону основного оружия по целям в пределах Близкой дистанции,Focused: +1 to primary weapon damage to targets within Very Close range
q269,secondary,Hope & Fear,Складная Дубинка,Collapsible Baton,2,,,physical,Strength,Melee,d8 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q269.html,"Нелетальное: Когда цель должна отметить любое количество Ран от атаки этим оружием, она вместо этого отмечает такое же количество Стресса.","Nonlethal: When a target would mark any number of Hit Points from an attack with this weapon, they mark an equal number of Stress instead."
q270,secondary,Hope & Fear,Жуткий Наруч,Eldritch Vambrace,2,,,magic,Instinct,Melee,d8 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q270.html,"Отклоняющее: Когда вас атакуют, вы можете отметить Ячейку Брони, чтобы получить бонус к Уклонению, равный Показателю Брони против этой атаки.","Deflecting: When you are attacked, you can mark an Armor Slot to gain a bonus to your Evasion equal to your Armor Score against the attack."
q271,secondary,Hope & Fear,Тройной Цепной Посох,Segmented Staff,2,,,physical,Agility,Very Close,d6+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q271.html,Двуцелевое: +1 к Показателю Брони; +1 к урону основного оружия по целям Вплотную к вам,Double Duty: +1 to Armor Score; +1 to primary weapon damage within Melee range
q272,secondary,Hope & Fear,Колючая Проволока,Razor Wire,2,,,physical,Finesse,Very Close,d6+3 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q272.html,Опутывающее: При успешной атаке основным оружием по цели в пределах Близкой дистанции вы можете потратить Надежду и сделать цель временно Уязвимой.,"Entangling: On a successful attack with your primary weapon against a target within Very Close range, you can spend a Hope to make the target temporarily Vulnerable."
q273,secondary,Core,Продвинутый Короткий Меч,Advanced Shortsword,3,,,physical,Agility,Melee,d8+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q273.html,Парное: +4 к урону основного оружия по целям Вплотную к вам,Paired: +4 to primary weapon damage to targets within Melee range
q274,secondary,Core,Продвинутый Круглый Щит,Advanced Round Shield,3,,,physical,Strength,Melee,d4+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q274.html,Защитное: +3 к Показателю Брони,Protective: +3 to Armor Score
q275,secondary,Core,Продвинутый Башенный Щит,Advanced Tower Shield,3,,,physical,Strength,Melee,d6+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q275.html,Барьер: +4 к Показателю Брони; −1 к Уклонению,Barrier: +4 to Armor Score; −1 to Evasion
q276,secondary,Core,Продвинутый Малый Кинжал,Advanced Small Dagger,3,,,physical,Finesse,Melee,d8+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q276.html,Парное: +4 к урону основного оружия по целям Вплотную к вам,Paired: +4 to primary weapon damage to targets within Melee range
q277,secondary,Core,Продвинутый Хлыст,Advanced Whip,3,,,physical,Presence,Very Close,d6+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q277.html,"Ошеломляющее: Отметьте Стресс, чтобы хлестнуть кнутом и заставить всех противников, находящихся Вплотную к вам, отойти на Среднюю дистанцию.",Startling: Mark a Stress to crack the whip and force all adversaries within Melee range back to Close range.
q278,secondary,Core,Продвинутый Крюк,Advanced Grappler,3,,,physical,Finesse,Close,d6+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q278.html,Цепляющее: При успешной атаке вы можете притянуть цель Вплотную к вам.,"Hooked: On a successful attack, you can pull the target into Melee range."
q279,secondary,Core,Продвинутый Ручной Арбалет,Advanced Hand Crossbow,3,,,physical,Finesse,Far,d6+5 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q279.html,,
q280,secondary,Core,Баклер,Buckler,3,,,physical,Agility,Melee,d4+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q280.html,"Отклоняющее: Когда вас атакуют, вы можете отметить Ячейку Брони, чтобы получить бонус к Уклонению, равный числу доступных Ячеек Брони против этой атаки.","Deflecting: When you are attacked, you can mark an Armor Slot to gain a bonus to your Evasion equal to your available Armor Slots against the attack."
q281,secondary,Core,Усиленная Рукавица,Powered Gauntlet,3,,,physical,Knowledge,Close,d6+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q281.html,"Заряженное: Отметьте Стресс, чтобы получить +1 бонус к Мастерству при атаке основным оружием.",Charged: Mark a Stress to gain a +1 bonus to your Proficiency on a primary weapon attack.
q282,secondary,Core,Ручная Праща,Hand Sling,3,,,physical,Finesse,Very Far,d6+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q282.html,"Универсальное: Это оружие также можно использовать со следующими характеристиками: Искусность, Средне, d8+4.","Versatile: This weapon can also be used with these statistics—Finesse, Close, d8+4."
q283,secondary,Hope & Fear,Продвинутый Томагавк,Advanced Hatchet,3,,,physical,Agility,Melee,d8+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q283.html,Последовательное: При успешной атаке основным оружием Вплотную вы можете отметить Стресс и получить +1 к Мастерству для этой атаки.,"Follow-Up: On a successful attack with your primary weapon within Melee range, you can mark a Stress to gain a +1 bonus to your Proficiency for this attack."
q284,secondary,Hope & Fear,Продвинутый Вторичный Кастет,Advanced Offhand Brass Knuckles,3,,,physical,Strength,Melee,d8+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q284.html,Парное: +4 к урону основного оружия по целям Вплотную к вам,Paired: +4 to primary weapon damage to targets within Melee range
q285,secondary,Hope & Fear,Продвинутые Метательные Ножи,Advanced Throwing Knives,3,,,physical,Finesse,Melee,d8+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q285.html,"Резерв: Вы можете метать это оружие в цели в пределах Средней дистанции, делая бросок Искусности, и вам не нужно подбирать его, так как у вас под рукой всегда есть еще одно.","Stockpiled: You can throw this weapon within Close range by making an attack roll using Finesse. You don’t have to retrieve it, as you always have another on hand."
q286,secondary,Hope & Fear,Продвинутый Боевой Плащ,Advanced Fighting Cloak,3,,,physical,Presence,Melee,d4+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q286.html,Обитое: +4 к порогам урона,Padded: +4 to damage thresholds
q287,secondary,Hope & Fear,Продвинутый Рунный Щит,Advanced Rune Shield,3,,,magic,Knowledge,Melee,d4+4 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q287.html,Защитное: +3 к Показателю Брони,Protective: +3 to Armor Score
q288,secondary,Hope & Fear,Продвинутые Руны Концентрации,Advanced Focus Runes,3,,,magic,Instinct,Very Close,d6+4 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q288.html,Сфокусированное: +1 к урону основного оружия по целям в пределах Близкой дистанции,Focused: +1 to primary weapon damage to targets within Very Close range
q289,secondary,Hope & Fear,Молоток Мастера,Tinker’s Hammer,3,,,physical,Strength,Melee,d8+4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q289.html,Старое доброе: +1 к броскам атаки основного оружия,Trusty: +1 to attack rolls made with your primary weapon
q290,secondary,Hope & Fear,Осколок Ворпала,Vorpal Shard,3,,,magic,Knowledge,Melee,d4 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q290.html,"Нацеленное: Если вы промахнулись атакой, вы можете потратить Надежду, чтобы попасть вашей следующей атакой.","Targeted: When you fail a weapon attack, you can spend a Hope to succeed on your next weapon attack."
q291,secondary,Hope & Fear,Плеть Душ,Soul Chain,3,,,magic,Presence,Very Close,d6+5 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q291.html,"Вытягивающее: При успешной атаке можно потратить Надежду и заставить цель отметить Стресс. Если она это делает, вы очищаете Стресс.","Draining: On a successful attack, you can spend a Hope to force the target to mark a Stress. If they do, you clear a Stress."
q292,secondary,Hope & Fear,Боевой Дротик,War Dart,3,,,physical,Agility,Far,d6+5 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q292.html,"Универсальное: Это оружие также можно использовать со следующими характеристиками: Проворность, Вплотную, d8+5 физ.","Versatile: This weapon can also be used with these statistics—Agility, Melee, d8+5."
q293,secondary,Core,Легендарный Короткий Меч,Legendary Shortsword,4,,,physical,Agility,Melee,d8+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q293.html,Парное: +5 к урону основного оружия по целям Вплотную к вам,Paired: +5 to primary weapon damage to targets within Melee range
q294,secondary,Core,Легендарный Круглый Щит,Legendary Round Shield,4,,,physical,Strength,Melee,d4+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q294.html,Защитное: +4 к Показателю Брони,Protective: +4 to Armor Score
q295,secondary,Core,Легендарный Башенный Щит,Legendary Tower Shield,4,,,physical,Strength,Melee,d6+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q295.html,Барьер: +5 к Показателю Брони; −1 к Уклонению,Barrier: +5 to Armor Score; −1 to Evasion
q296,secondary,Core,Легендарный Малый Кинжал,Legendary Small Dagger,4,,,physical,Finesse,Melee,d8+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q296.html,Парное: +5 к урону основного оружия по целям Вплотную к вам,Paired: +5 to primary weapon damage to targets within Melee range
q297,secondary,Core,Легендарный Хлыст,Legendary Whip,4,,,physical,Presence,Very Close,d6+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q297.html,"Ошеломляющее: Отметьте Стресс, чтобы хлестнуть кнутом и заставить всех противников, находящихся Вплотную к вам, отойти на Среднюю дистанцию.",Startling: Mark a Stress to crack the whip and force all adversaries within Melee range back to Close range.
q298,secondary,Core,Легендарный Крюк,Legendary Grappler,4,,,physical,Finesse,Close,d6+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q298.html,Цепляющее: При успешной атаке вы можете притянуть цель Вплотную к вам.,"Hooked: On a successful attack, you can pull the target into Melee range."
q299,secondary,Core,Легендарный Ручной Арбалет,Legendary Hand Crossbow,4,,,physical,Finesse,Far,d6+7 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q299.html,,
q300,secondary,Core,Щит Храбреца,Braveshield,4,,,physical,Agility,Melee,d4+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q300.html,"Укрывающее: Когда вы отмечаете Ячейку Брони, она уменьшает урон для вас и всех союзников Вплотную к вам, которые получили такой же урон.","Sheltering: When you mark an Armor Slot, it reduces damage for you and all allies within Melee range of you who took the same damage."
q301,secondary,Core,Наручные Когти,Knuckle Claws,4,,,physical,Strength,Melee,d6+8 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q301.html,"Двойной Удар: Когда вы совершаете атаку основным оружием, вы можете нанести урон еще одной цели Вплотную к вам.","Doubled Up: When you make an attack with your primary weapon, you can deal damage to another target within Melee range."
q302,secondary,Core,Осколок Основания,Primer Shard,4,,,physical,Instinct,Very Close,d4 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q302.html,Наведение: При успешной атаке ваша следующая атака против той же цели с помощью основного оружия автоматически заканчивается успехом.,"Locked On: On a successful attack, your next attack against the same target with your primary weapon automatically succeeds."
q303,secondary,Hope & Fear,Легендарный Томагавк,Legendary Hatchet,4,,,physical,Agility,Melee,d8+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q303.html,Последовательное: При успешной атаке основным оружием Вплотную вы можете отметить Стресс и получить +1 к Мастерству для этой атаки.,"Follow-Up: On a successful attack with your primary weapon within Melee range, you can mark a Stress to gain a +1 bonus to your Proficiency for this attack."
q304,secondary,Hope & Fear,Легендарный Вторичный Кастет,Legendary Offhand Brass Knuckles,4,,,physical,Strength,Melee,d8+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q304.html,Парное: +5 к урону основного оружия по целям Вплотную к вам,Paired: +5 to primary weapon damage to targets within Melee range
q305,secondary,Hope & Fear,Легендарные Метательные Ножи,Legendary Throwing Knives,4,,,physical,Finesse,Melee,d8+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q305.html,"Резерв: Вы можете метать это оружие в цели в пределах Средней дистанции, делая бросок Искусности, и вам не нужно подбирать его, так как у вас под рукой всегда есть еще одно.","Stockpiled: You can throw this weapon within Close range by making an attack roll using Finesse. You don’t have to retrieve it, as you always have another on hand."
q306,secondary,Hope & Fear,Легендарный Боевой Плащ,Legendary Fighting Cloak,4,,,physical,Presence,Melee,d4+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q306.html,Обитое: +5 к порогам урона,Padded: +5 to damage thresholds
q307,secondary,Hope & Fear,Легендарный Рунный Щит,Legendary Rune Shield,4,,,magic,Knowledge,Melee,d4+6 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q307.html,Защитное: +4 к Показателю Брони,Protective: +4 to Armor Score
q308,secondary,Hope & Fear,Легендарные Руны Концентрации,Legendary Focus Runes,4,,,magic,Instinct,Very Close,d6+6 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q308.html,Сфокусированное: +1 к урону основного оружия по целям в пределах Близкой дистанции,Focused: +1 to primary weapon damage to targets within Very Close range
q309,secondary,Hope & Fear,Игла Пустоты,Void Needle,4,,,physical,Finesse,Melee,d4+6 phy,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q309.html,"Инвертированное: Если ваша атака была броском со Страхом, вы получаете Надежду.","Inverted: When you roll a weapon attack with Fear, you gain a Hope."
q310,secondary,Hope & Fear,Клинок Эха,Echo Blade,4,,,magic,Presence,Melee,d4+6 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q310.html,"Удвоенное: Если вы попадаете атакой основным оружием, вы можете нанести урон другой цели Вплотную к себе.","Doubled Up: When you succeed on an attack with your primary weapon, you can deal damage to another target within Melee range."
q311,secondary,Hope & Fear,Сфера Мёбиуса,Möbius Orb,4,,,magic,Knowledge,Melee,d8+6 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q311.html,"Рекурсивное: Каждый раз, когда вам выпадает максимум на кости урона, бросьте дополнительную такую же кость и добавьте результат к общему урону. Может срабатывать повторно.","Recursive: When you roll the maximum value on a damage die, roll an additional damage die and add the result to the total damage. This feature can trigger repeatedly."
q312,secondary,Hope & Fear,Щупальце Черной Крови,Blackblood Tendril,4,,,magic,Instinct,Close,d6+8 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/q312.html,"Ядовитое: Когда цель отмечает любое количество Ран от вашей атаки со Страхом, она отмечает такое же количество Стресса.","Poisonous: When a target marks any number of Hit Points from an attack you rolled with Fear, they mark an equal number of Stress."
q313,armor,Core,Стеганый Доспех,Gambeson Armor,1,,,,,,,,3,5/11,,,https://artex-x.github.io/daggerheart-loot/i/q313.html,Гибкое: +1 к Уклонению,Flexible: +1 to Evasion
q314,armor,Core,Кожаный Доспех,Leather Armor,1,,,,,,,,3,6/13,,,https://artex-x.github.io/daggerheart-loot/i/q314.html,,
q315,armor,Core,Кольчужный Доспех,Chainmail Armor,1,,,,,,,,4,7/15,,,https://artex-x.github.io/daggerheart-loot/i/q315.html,Тяжёлое: −1 к Уклонению,Heavy: −1 to Evasion
q316,armor,Core,Латный Доспех,Full Plate Armor,1,,,,,,,,4,8/17,,,https://artex-x.github.io/daggerheart-loot/i/q316.html,Очень тяжёлое: −2 к Уклонению; −1 к Проворности,Very Heavy: −2 to Evasion; −1 to Agility
q317,armor,Hope & Fear,Мантия Мага,Mage Robes,1,,,,,,,,2,4/10,,,https://artex-x.github.io/daggerheart-loot/i/q317.html,"Зачарованное: Вы получаете бонус к порогам урона, равный вашей Характеристике Заклинателя.",Enchanted: Gain a bonus to your damage thresholds equal to your Spellcast trait.
q318,armor,Hope & Fear,Бригантный Доспех,Brigandine Armor,1,,,,,,,,3,6/12,,,https://artex-x.github.io/daggerheart-loot/i/q318.html,"Облицованное: Отметьте Стресс, чтобы не получать Легкий урон.",Lined: Mark a Stress to negate Minor damage.
q319,armor,Hope & Fear,Чешуйчатый Доспех,Scale Mail Armor,1,,,,,,,,3,7/14,,,https://artex-x.github.io/daggerheart-loot/i/q319.html,Громоздкое: −1 к Искусности,Cumbersome: −1 to Finesse
q320,armor,Hope & Fear,Опоясанный Доспех,Banded Armor,1,,,,,,,,4,8/16,,,https://artex-x.github.io/daggerheart-loot/i/q320.html,Неуклюжее: −1 к Уклонению; при получении Тяжелого урона вы должны отметить Стресс.,"Bulky: −1 to Evasion; when you take Severe damage, you must mark a Stress."
q321,armor,Core,Улучшенный Стеганый Доспех,Improved Gambeson Armor,2,,,,,,,,4,7/16,,,https://artex-x.github.io/daggerheart-loot/i/q321.html,Гибкое: +1 к Уклонению,Flexible: +1 to Evasion
q322,armor,Core,Улучшенный Кожаный Доспех,Improved Leather Armor,2,,,,,,,,4,9/20,,,https://artex-x.github.io/daggerheart-loot/i/q322.html,,
q323,armor,Core,Улучшенный Кольчужный Доспех,Improved Chainmail Armor,2,,,,,,,,5,11/24,,,https://artex-x.github.io/daggerheart-loot/i/q323.html,Тяжелое: −1 к Уклонению,Heavy: −1 to Evasion
q324,armor,Core,Улучшенный Латный Доспех,Improved Full Plate Armor,2,,,,,,,,5,13/28,,,https://artex-x.github.io/daggerheart-loot/i/q324.html,Очень тяжелое: −2 к Уклонению; −1 к Проворности,Very Heavy: −2 to Evasion; −1 to Agility
q325,armor,Core,Элундрианский Кольчужный Доспех,Elundrian Chain Armor,2,,,,,,,,4,9/21,,,https://artex-x.github.io/daggerheart-loot/i/q325.html,"Защищающее: Вы уменьшаете входящий магический урон на значение, равное вашему Показателю Брони, перед тем, как применить его к вашим порогам урона.",Warded: You reduce incoming magic damage by your Armor Score before applying it to your damage thresholds.
q326,armor,Core,Доспех Измученных Костей,Harrowbone Armor,2,,,,,,,,4,9/21,,,https://artex-x.github.io/daggerheart-loot/i/q326.html,"Устойчивое: Прежде чем отметить последнюю Ячейку Брони, бросьте d6. При результате в 6, снизьте урон на один порог без отметки Ячейки Брони.","Resilient: Before you mark your last Armor Slot, roll a d6. On a result of 6, reduce the severity by one threshold without marking an Armor Slot."
q327,armor,Core,Доспех Железного Дерева,Irontree Breastplate Armor,2,,,,,,,,4,9/20,,,https://artex-x.github.io/daggerheart-loot/i/q327.html,"Усиленное: Когда вы отмечаете последнюю Ячейку Брони, увеличьте свои пороги урона на 2, пока не очистите хотя бы 1 Ячейку Брони.","Reinforced: When you mark your last Armor Slot, increase your damage thresholds by +2 until you clear at least 1 Armor Slot."
q328,armor,Core,Рунетанский Парящий Доспех,Runetan Floating Armor,2,,,,,,,,4,9/20,,,https://artex-x.github.io/daggerheart-loot/i/q328.html,"Изменяющееся: Когда вы становитесь целью атаки, вы можете отметить Ячейку Брони, чтобы дать броску Атаки против вас Помеху.","Shifting: When you are targeted for an attack, you can mark an Armor Slot to give the attack roll against you disadvantage."
q329,armor,Core,Мягкий Доспех Тайриса,Tyris Soft Armor,2,,,,,,,,5,8/18,,,https://artex-x.github.io/daggerheart-loot/i/q329.html,Тихое: Вы получаете бонус +2 к броскам на бесшумное передвижение.,Quiet: You gain a +2 bonus to rolls you make to move silently.
q330,armor,Core,Доспех Дикой Розы,Rosewild Armor,2,,,,,,,,5,11/23,,,https://artex-x.github.io/daggerheart-loot/i/q330.html,"Надежда: Когда вы хотите потратить Надежду, вы можете вместо этого отметить Ячейку Брони.","Hopeful: When you would spend a Hope, you can mark an Armor Slot instead."
q331,armor,Hope & Fear,Улучшенная Мантия Мага,Improved Mage Robes,2,,,,,,,,3,6/15,,,https://artex-x.github.io/daggerheart-loot/i/q331.html,"Зачарованное: Вы получаете бонус к порогам урона, равный вашей Характеристике Заклинателя.",Enchanted: Gain a bonus to your damage thresholds equal to your Spellcast trait.
q332,armor,Hope & Fear,Улучшенный Бригантный Доспех,Improved Brigandine Armor,2,,,,,,,,4,9/19,,,https://artex-x.github.io/daggerheart-loot/i/q332.html,"Облицованное: Отметьте Стресс, чтобы не получать Легкий урон.",Lined: Mark a Stress to negate Minor damage.
q333,armor,Hope & Fear,Улучшенный Чешуйчатый Доспех,Improved Scale Mail Armor,2,,,,,,,,4,11/23,,,https://artex-x.github.io/daggerheart-loot/i/q333.html,Громоздкое: −1 к Искусности,Cumbersome: −1 to Finesse
q334,armor,Hope & Fear,Улучшенный Опоясанный Доспех,Improved Banded Armor,2,,,,,,,,5,13/27,,,https://artex-x.github.io/daggerheart-loot/i/q334.html,Неуклюжее: −1 к Уклонению; при получении Тяжелого урона вы должны отметить Стресс.,"Bulky: −1 to Evasion; when you take Severe damage, you must mark a Stress."
q335,armor,Hope & Fear,Мантия Чародея,Enchanter’s Robes,2,,,,,,,,4,9/20,,,https://artex-x.github.io/daggerheart-loot/i/q335.html,"Помнящее: Один раз за сцену вы можете вызвать карту из Хранилища, не платя за ее Призыв.","Mnemonic: Once per scene, you can recall a domain card from your vault without paying its Recall Cost."
q336,armor,Hope & Fear,Мантия Ястреба,Hawkguard’s Mantle,2,,,,,,,,4,9/20,,,https://artex-x.github.io/daggerheart-loot/i/q336.html,Планирующее: Вы можете планировать в пределах Далекой дистанции и обладаете иммунитетом к урону от падения.,Gliding: You can glide up to Far range and are immune to damage from falling.
q337,armor,Hope & Fear,Туника из Паучьего Шелка,Spidersilk Tunic,2,,,,,,,,4,9/20,,,https://artex-x.github.io/daggerheart-loot/i/q337.html,"Карабкающееся: +1 к Уклонению; вы можете ходить по стенам так же легко, как по земле.",Wall-Crawling: +1 Evasion; you can walk on walls as easily as on the ground.
q338,armor,Hope & Fear,Хабит Шторма,Stormthread Habit,2,,,,,,,,4,9/20,,,https://artex-x.github.io/daggerheart-loot/i/q338.html,"Поглощающее: Один раз за сцену, когда вы получаете магический урон, вы можете очистить Ячейку Брони.","Absorbing: Once per scene when you take magic damage, you can clear an Armor Slot."
q339,armor,Hope & Fear,Магодревовый Сплинтовый Доспех,Wyrdwood Splint Armor,2,,,,,,,,5,10/21,,,https://artex-x.github.io/daggerheart-loot/i/q339.html,Быстроногое: Вы не можете быть Обездвижены и можете двигаться вплоть до Далекой дистанции частью броска действия.,Quick-Striding: You can’t be Restrained and can move up to Far range as part of an action roll.
q340,armor,Hope & Fear,Кираса из Трольей Шкуры,Trollhide Cuirass,2,,,,,,,,5,11/23,,,https://artex-x.github.io/daggerheart-loot/i/q340.html,"Регенерирующее: Когда вы отдыхаете, очистите Ячейку Брони.","Self-Healing: When you take a rest, clear an Armor Slot."
q341,armor,Hope & Fear,Позолоченные Солнцелаты,Gilded Sunplate,2,,,,,,,,5,12/26,,,https://artex-x.github.io/daggerheart-loot/i/q341.html,"Блистательное: Один раз за сцену, когда вы тратите Надежду, вы можете очистить Ячейку Брони.","Resplendent: Once per scene when you spend Hope, you can clear an Armor Slot."
q342,armor,Core,Продвинутый Стеганый Доспех,Advanced Gambeson Armor,3,,,,,,,,5,9/23,,,https://artex-x.github.io/daggerheart-loot/i/q342.html,Гибкое: +1 к Уклонению,Flexible: +1 to Evasion
q343,armor,Core,Продвинутый Кожаный Доспех,Advanced Leather Armor,3,,,,,,,,5,11/27,,,https://artex-x.github.io/daggerheart-loot/i/q343.html,,
q344,armor,Core,Продвинутый Кольчужный Доспех,Advanced Chainmail Armor,3,,,,,,,,6,13/31,,,https://artex-x.github.io/daggerheart-loot/i/q344.html,Тяжелое: −1 к Уклонению,Heavy: −1 to Evasion
q345,armor,Core,Продвинутый Латный Доспех,Advanced Full Plate Armor,3,,,,,,,,6,15/35,,,https://artex-x.github.io/daggerheart-loot/i/q345.html,Очень тяжелое: −2 к Уклонению; −1 к Проворности,Very Heavy: −2 to Evasion; −1 to Agility
q346,armor,Core,Парадный Доспех Белламуа,Bellamoi Fine Armor,3,,,,,,,,5,11/27,,,https://artex-x.github.io/daggerheart-loot/i/q346.html,Позолоченное: +1 к Влиянию,Gilded: +1 to Presence
q347,armor,Core,Доспех из Драконей Чешуи,Dragonscale Armor,3,,,,,,,,5,11/27,,,https://artex-x.github.io/daggerheart-loot/i/q347.html,"Непробиваемое: Один раз за короткий отдых, когда вы должны отметить свою последнюю Рану, вы можете вместо этого отметить Стресс.","Impenetrable: Once per short rest, when you would mark your last Hit Point, you can instead mark a Stress."
q348,armor,Core,Шипованный Латный Доспех,Spiked Plate Armor,3,,,,,,,,5,10/25,,,https://artex-x.github.io/daggerheart-loot/i/q348.html,"Острое: При успешной атаке по цели Вплотную, добавьте d4 к броску урона.","Sharp: On a successful attack against a target within Melee range, add a d4 to the damage roll."
q349,armor,Core,Доспех Дуэлянта,Bladefare Armor,3,,,,,,,,6,16/39,,,https://artex-x.github.io/daggerheart-loot/i/q349.html,Физическое: Вы не можете отмечать Ячейки Брони для уменьшения магического урона.,Physical: You can’t mark an Armor Slot to reduce magic damage.
q350,armor,Core,Плащ Монэтта,Monett’s Cloak,3,,,,,,,,6,16/39,,,https://artex-x.github.io/daggerheart-loot/i/q350.html,Магическое: Вы не можете отмечать Ячейки Брони для уменьшения физического урона.,Magic: You can’t mark an Armor Slot to reduce physical damage.
